kingdom	phylum	order	family	genus	species	sci.name
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	mucronatus	Pseudozygopleura mucronatus
Animalia	Mollusca	NA	NA	Jedria	NA	Jedria NA
Animalia	Mollusca	NA	NA	Gamizyga	delicata	Gamizyga delicata
Animalia	Mollusca	Stylommatophora	Polygyridae	Webbhelix	multilineata	Webbhelix multilineata
Animalia	Mollusca	NA	Pseudozygopleuridae	Hemizyga	gracilis	Hemizyga gracilis
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	venustus	Pseudozygopleura venustus
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	plummeri	Pseudozygopleura plummeri
Animalia	Mollusca	Nautilida	Liroceratidae	Nautilus	missouriensis	Nautilus missouriensis
Animalia	Mollusca	NA	Planorbidae	Planorbis	hirsutus	Planorbis hirsutus
Animalia	Mollusca	Littorinimorpha	Emmericiidae	Fontigens	nickliniana	Fontigens nickliniana
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	pulchra	Pseudozygopleura pulchra
Animalia	Mollusca	NA	Euomphalidae	Amphiscapha	NA	Amphiscapha NA
Animalia	Mollusca	Pectinida	Aviculopectinidae	Pecten	carboniferous	Pecten carboniferous
Animalia	Mollusca	NA	Pseudozygopleuridae	Hemizyga	illineata	Hemizyga illineata
Animalia	Mollusca	Stylommatophora	Helicidae	Helix	hammonis	Helix hammonis
Animalia	Mollusca	Stylommatophora	Pristilomatidae	Vitrea	NA	Vitrea NA
Animalia	Mollusca	Pectinida	Aviculopectinidae	Streblopteria	oklahomensis	Streblopteria oklahomensis
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	terebra	Murchisonia terebra
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	schucherti	Pseudozygopleura schucherti
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	contractus	Pseudozygopleura contractus
Animalia	Mollusca	Stylommatophora	Vitrinidae	Vitrina	limpida	Vitrina limpida
Animalia	Mollusca	NA	Pseudozygopleuridae	Cyclozyga	mirabilis	Cyclozyga mirabilis
Animalia	Mollusca	Pectinida	Entoliidae	Pernopecten	NA	Pernopecten NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	subulatus	Pseudozygopleura subulatus
Animalia	Mollusca	NA	Palaeostylidae	Spiromphalus	pervius	Spiromphalus pervius
Animalia	Mollusca	NA	Lymnaeidae	Stagnicola	reflexa	Stagnicola reflexa
Animalia	Mollusca	Pleurotomariida	Portlockiellidae	Shansiella	NA	Shansiella NA
Animalia	Mollusca	NA	Palaeozygopleuridae	Sturgeonospira	tortula	Sturgeonospira tortula
Animalia	Mollusca	Nautilida	Grypoceratidae	Nautilus	highlandensis	Nautilus highlandensis
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	breyeri	Bellerophon breyeri
Animalia	Mollusca	Pectinida	Pterinopectinidae	Dunbarella	knighti	Dunbarella knighti
Animalia	Mollusca	NA	Planorbidae	Planorbis	deflectus	Planorbis deflectus
Animalia	Mollusca	Littorinimorpha	Annulariidae	Choanopomops	radiosum	Choanopomops radiosum
Animalia	Mollusca	NA	Pseudozygopleuridae	Microptychis	occabus	Microptychis occabus
Animalia	Mollusca	Stylommatophora	Polygyridae	Appalachina	sayana	Appalachina sayana
Animalia	Mollusca	NA	Euphemitidae	Euphemites	NA	Euphemites NA
Animalia	Mollusca	NA	Nucularcidae	Ctenodonta	cingulata	Ctenodonta cingulata
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	textiligera	Pleurotomaria textiligera
Animalia	Mollusca	NA	Euphemitidae	Bellerophon	vittatus	Bellerophon vittatus
Animalia	Mollusca	Ammonoidea	Gonioloboceratidae	Gonioloboceras	NA	Gonioloboceras NA
Animalia	Mollusca	NA	NA	Gamizyga	pulchra	Gamizyga pulchra
Animalia	Mollusca	Stylommatophora	Strobilopsidae	Strobilops	strebeli	Strobilops strebeli
Animalia	Mollusca	NA	Praecardiidae	Megambonia	lyoni	Megambonia lyoni
Animalia	Mollusca	NA	Cornulitidae	Cornulites	NA	Cornulites NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	lanceolatus	Pseudozygopleura lanceolatus
Animalia	Mollusca	Pleurotomariida	Phymatopleuridae	Pleurotomaria	granulostriata	Pleurotomaria granulostriata
Animalia	Mollusca	Carditida	Astartidae	Astartella	NA	Astartella NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	tennesseensis	Triodopsis tennesseensis
Animalia	Mollusca	Nuculanida	Nuculanidae	Phestia	NA	Phestia NA
Animalia	Mollusca	NA	Pseudozygopleuridae	Pseudozygopleura	limus	Pseudozygopleura limus
Animalia	Mollusca	NA	Pseudozygopleuridae	Helminthozyga	costellata	Helminthozyga costellata
Animalia	Mollusca	Myida	Dreissenidae	Dreissena	NA	Dreissena NA
Animalia	Mollusca	Myida	Xylophagidae	Coenomyia	ferruginea	Coenomyia ferruginea
Animalia	Mollusca	Stylommatophora	Succineidae	Mediappendix	NA	Mediappendix NA
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Perpolita	NA	Perpolita NA
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	elatior	Vertigo elatior
Animalia	Mollusca	NA	Physidae	Physidae	NA	Physidae NA
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	tappaniana	Gastrocopta tappaniana
Animalia	Mollusca	Stylommatophora	Milacidae	Tandonia	kusceri	Tandonia kusceri
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	silvaticus	Arion silvaticus
Animalia	Mollusca	NA	Lymnaeidae	Ladislavella	NA	Ladislavella NA
Animalia	Mollusca	Stylommatophora	Succineidae	Succineidae	NA	Succineidae NA
Animalia	Mollusca	NA	Planorbidae	Gyraulus	circumstriatus	Gyraulus circumstriatus
Animalia	Mollusca	Stylommatophora	Spiraxidae	Physella	acuta	Physella acuta
Animalia	Mollusca	Stylommatophora	Valloniidae	Vallonia	costata	Vallonia costata
Animalia	Mollusca	Stylommatophora	Euconulidae	Euconulus	praticola	Euconulus praticola
Animalia	Mollusca	Stylommatophora	Vertiginidae	Vertigo	pygmaea	Vertigo pygmaea
Animalia	Mollusca	Stylommatophora	Achatinidae	Allopeas	gracile	Allopeas gracile
Animalia	Mollusca	Stylommatophora	Achatinidae	Subulina	octona	Subulina octona
Animalia	Mollusca	Stylommatophora	Chronidae	Ovachlamys	fulgens	Ovachlamys fulgens
Animalia	Mollusca	Stylommatophora	Pupillidae	Pupoides	albilabris	Pupoides albilabris
Animalia	Mollusca	Stylommatophora	Succineidae	Catinella	vermeta	Catinella vermeta
Animalia	Mollusca	Stylommatophora	Helicodiscidae	Lucilla	NA	Lucilla NA
Animalia	Mollusca	Myida	Xylophagidae	Rachicerus	nitidus	Rachicerus nitidus
Animalia	Mollusca	Stylommatophora	Ferussaciidae	Cecilioides	acicula	Cecilioides acicula
Animalia	Mollusca	NA	Planorbidae	Gyraulus	deflectus	Gyraulus deflectus
Animalia	Mollusca	NA	Planorbidae	Promenetus	umbilicatellus	Promenetus umbilicatellus
Animalia	Mollusca	Stylommatophora	Polygyridae	Euchemotrema	leai	Euchemotrema leai
Animalia	Mollusca	Myida	Xylophagidae	Dialysis	fasciventris	Dialysis fasciventris
Animalia	Mollusca	Stylommatophora	Cochlicopidae	Cochlicopa	lubricella	Cochlicopa lubricella
Animalia	Mollusca	NA	Valvatidae	Valvata	perdepressa	Valvata perdepressa
Animalia	Mollusca	NA	Planorbidae	Ferrissia	parallela	Ferrissia parallela
Animalia	Mollusca	Stylommatophora	Strobilopsidae	Strobilops	affinis	Strobilops affinis
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Somatogyrus	NA	Somatogyrus NA
Animalia	Mollusca	Unionida	Unionidae	Unionidae	NA	Unionidae NA
Animalia	Mollusca	NA	Planorbidae	Gyraulus	NA	Gyraulus NA
Animalia	Mollusca	NA	Planorbidae	Micromenetus	NA	Micromenetus NA
Animalia	Mollusca	NA	Valvatidae	Valvata	bicarinata	Valvata bicarinata
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	holzingeri	Gastrocopta holzingeri
Animalia	Mollusca	NA	Lymnaeidae	Lymnaeidae	NA	Lymnaeidae NA
Animalia	Mollusca	Myida	Dreissenidae	Dreissena	bugensis	Dreissena bugensis
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	clappi	Gastrocopta clappi
Animalia	Mollusca	Stylommatophora	Helicodiscidae	Helicodiscus	NA	Helicodiscus NA
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	procera	Gastrocopta procera
Animalia	Mollusca	Stylommatophora	Gastrocoptidae	Gastrocopta	similis	Gastrocopta similis
Animalia	Mollusca	Stylommatophora	Helicodiscidae	Helicodiscus	shimeki	Helicodiscus shimeki
Animalia	Mollusca	Stylommatophora	Cochlicopidae	Cochlicopa	NA	Cochlicopa NA
Animalia	Mollusca	Stylommatophora	Philomycidae	Pallifera	NA	Pallifera NA
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	hortensis	Arion hortensis
Animalia	Mollusca	Stylommatophora	Philomycidae	Pallifera	dorsalis	Pallifera dorsalis
Animalia	Mollusca	NA	Planorbidae	Planorbella	NA	Planorbella NA
Animalia	Mollusca	Stylommatophora	Philomycidae	Philomycidae	NA	Philomycidae NA
Animalia	Mollusca	Stylommatophora	Hygromiidae	Trochulus	hispidus	Trochulus hispidus
Animalia	Mollusca	Littorinimorpha	Bithyniidae	Bithynia	tentaculata	Bithynia tentaculata
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	concordialis	Succinea concordialis
Animalia	Mollusca	NA	Lymnaeidae	Ladislavella	catascopium	Ladislavella catascopium
Animalia	Mollusca	Stylommatophora	Discidae	Anguispira	kochi	Anguispira kochi
Animalia	Mollusca	NA	Triphoridae	Triphora	exigua	Triphora exigua
Animalia	Mollusca	Myalinida	Myalinidae	Vanuxemia	NA	Vanuxemia NA
Animalia	Mollusca	NA	Physidae	Physa	niagarensis	Physa niagarensis
Animalia	Mollusca	NA	Actinoceratidae	Actinoceras	NA	Actinoceras NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Amphicoelia	NA	Amphicoelia NA
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	subulata	Murchisonia subulata
Animalia	Mollusca	NA	Endoceratidae	Endoceras	proteiforme	Endoceras proteiforme
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Somatogyrus	depressus	Somatogyrus depressus
Animalia	Mollusca	Myalinida	Ambonychiidae	Ambonychia	acutirostra	Ambonychia acutirostra
Animalia	Mollusca	NA	Oncoceratidae	Oncoceras	NA	Oncoceras NA
Animalia	Mollusca	NA	Modulidae	Modulus	modulus	Modulus modulus
Animalia	Mollusca	Nuculanida	Nuculanidae	Clidophorus	NA	Clidophorus NA
Animalia	Mollusca	NA	Cyrtodontidae	Cypricardites	NA	Cypricardites NA
Animalia	Mollusca	Unionida	Unionidae	Arcidens	confragosus	Arcidens confragosus
Animalia	Mollusca	Myalinida	Ambonychiidae	Pterinea	undata	Pterinea undata
Animalia	Mollusca	NA	Euomphalidae	Euomphalidae	NA	Euomphalidae NA
Animalia	Mollusca	Stylommatophora	Camaenidae	Helicodiscos	lineatus	Helicodiscos lineatus
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	NA	Pleurotomaria NA
Animalia	Mollusca	NA	Lymnaeidae	Stagnicola	woodruffi	Stagnicola woodruffi
Animalia	Mollusca	NA	Lymnaeidae	Radix	auricularia	Radix auricularia
Animalia	Mollusca	NA	Macluritidae	Maclurea	bigsbyi	Maclurea bigsbyi
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Somatogyrus	subglobosus	Somatogyrus subglobosus
Animalia	Mollusca	Stylommatophora	Oxychilidae	Oxychilus	cellarius	Oxychilus cellarius
Animalia	Mollusca	Architaenioglossa	Viviparidae	Viviparus	intertextus	Viviparus intertextus
Animalia	Mollusca	Ammonoidea	Muensteroceratidae	Muensteroceras	oweni	Muensteroceras oweni
Animalia	Mollusca	NA	NA	Ammonites	rotatorius	Ammonites rotatorius
Animalia	Mollusca	Cephalaspidea	Acteonidae	Pupa	ovata	Pupa ovata
Animalia	Mollusca	NA	Lophospiridae	Lophospira	centralis	Lophospira centralis
Animalia	Mollusca	Stylommatophora	Strobilopsidae	Strobilops	NA	Strobilops NA
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	maia	Murchisonia maia
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	NA	Murchisonia NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Euchemotrema	NA	Euchemotrema NA
Animalia	Mollusca	NA	Endoceratidae	Endoceras	NA	Endoceras NA
Animalia	Mollusca	NA	Endoceratidae	Endoceras	bristolense	Endoceras bristolense
Animalia	Mollusca	Unionida	Iridinidae	Modiolopsis	NA	Modiolopsis NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Ambonychia	lamellosa	Ambonychia lamellosa
Animalia	Mollusca	Stylommatophora	Testacellidae	Testacella	NA	Testacella NA
Animalia	Mollusca	Unionida	Unionidae	Lampsilis	NA	Lampsilis NA
Animalia	Mollusca	NA	Cycloconchidae	Paracyclas	sabini	Paracyclas sabini
Animalia	Mollusca	NA	Lophospiridae	Lophospira	NA	Lophospira NA
Animalia	Mollusca	Nautilida	Nautilidae	Cyrtoceras	NA	Cyrtoceras NA
Animalia	Mollusca	NA	Proteoceratidae	Monomuchites	annularis	Monomuchites annularis
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	cincinnatiensis	Amnicola cincinnatiensis
Animalia	Mollusca	NA	NA	Ctenodonta	nasuta	Ctenodonta nasuta
Animalia	Mollusca	Nautilida	Nautilidae	Dawsonoceras	NA	Dawsonoceras NA
Animalia	Mollusca	NA	Uranoceratidae	Jolietoceras	senescens	Jolietoceras senescens
Animalia	Mollusca	NA	Raphistomatidae	Baylea	NA	Baylea NA
Animalia	Mollusca	Ostreida	Pinnidae	Pteronites	NA	Pteronites NA
Animalia	Mollusca	NA	Platyceratidae	Platyceratidae	NA	Platyceratidae NA
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	bilabiatus	Bellerophon bilabiatus
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Trepospira	NA	Trepospira NA
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Probythinella	NA	Probythinella NA
Animalia	Mollusca	Nuculida	Nuculidae	Nucula	NA	Nucula NA
Animalia	Mollusca	NA	Trochonematidae	Trochonema	NA	Trochonema NA
Animalia	Mollusca	Ammonoidea	Prolecanitidae	Prolecanites	lyoni	Prolecanites lyoni
Animalia	Mollusca	NA	Uranoceratidae	Uranoceras	NA	Uranoceras NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Campeloma	rufum	Campeloma rufum
Animalia	Mollusca	Stylommatophora	Achatinidae	Lamellaxis	mauritianus	Lamellaxis mauritianus
Animalia	Mollusca	Littorinimorpha	Bythinellidae	Bythinella	NA	Bythinella NA
Animalia	Mollusca	NA	Oriostomatidae	Straparollus	niagarensis	Straparollus niagarensis
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Eotomariidae	NA	Eotomariidae NA
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	platystoma	Bellerophon platystoma
Animalia	Mollusca	NA	Bucaniidae	Bucania	expansa	Bucania expansa
Animalia	Mollusca	Pleurotomariida	Phanerotrematidae	Phanerotrema	NA	Phanerotrema NA
Animalia	Mollusca	Adapedonta	Edmondiidae	Edmondia	NA	Edmondia NA
Animalia	Mollusca	NA	Valvatidae	Valvata	normalis	Valvata normalis
Animalia	Mollusca	Stylommatophora	Zonitidae	Zonites	minusculus	Zonites minusculus
Animalia	Mollusca	Unionida	Margaritiferidae	Margaritifera	monodonta	Margaritifera monodonta
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	integra	Amnicola integra
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	parva	Amnicola parva
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Floridobia	winkleyi	Floridobia winkleyi
Animalia	Mollusca	Stylommatophora	Polygyridae	Polygyra	appressa	Polygyra appressa
Animalia	Mollusca	Myalinida	Ambonychiidae	Amphicoelia	leidyi	Amphicoelia leidyi
Animalia	Mollusca	NA	Pterothecidae	Clioderma	attenuata	Clioderma attenuata
Animalia	Mollusca	NA	Lymnaeidae	Acella	haldemani	Acella haldemani
Animalia	Mollusca	NA	Platyceratidae	Platyceras	campanulatum	Platyceras campanulatum
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Eotomaria	NA	Eotomaria NA
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	NA	Bellerophon NA
Animalia	Mollusca	NA	NA	Leurocycloceras	NA	Leurocycloceras NA
Animalia	Mollusca	NA	Oncoceratidae	Cyrtorizoceras	NA	Cyrtorizoceras NA
Animalia	Mollusca	NA	Lymnaeidae	Fossaria	rustica	Fossaria rustica
Animalia	Mollusca	NA	Euomphalidae	Straparollus	NA	Straparollus NA
Animalia	Mollusca	Ostreida	Pteriidae	Pteria	NA	Pteria NA
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	rectum	Orthoceras rectum
Animalia	Mollusca	Cycloneritida	Proserpinidae	Bucania	NA	Bucania NA
Animalia	Mollusca	Neogastropoda	Marginellidae	Hyalina	NA	Hyalina NA
Animalia	Mollusca	NA	Lophospiridae	Lophospira	obliqua	Lophospira obliqua
Animalia	Mollusca	Littorinimorpha	Calyptraeidae	Subulites	brevis	Subulites brevis
Animalia	Mollusca	NA	NA	Vancleaveia	NA	Vancleaveia NA
Animalia	Mollusca	NA	Oncoceratidae	Beloitoceras	NA	Beloitoceras NA
Animalia	Mollusca	Ostreida	Pterineidae	Pterinea	emacerata	Pterinea emacerata
Animalia	Mollusca	Stylommatophora	Achatinidae	Opeas	hannense	Opeas hannense
Animalia	Mollusca	Pleurotomariida	Luciellidae	Pleurotomaria	halei	Pleurotomaria halei
Animalia	Mollusca	NA	Plectoceratidae	Plectoceras	NA	Plectoceras NA
Animalia	Mollusca	NA	Planorbidae	Planorbis	antrosus	Planorbis antrosus
Animalia	Mollusca	NA	NA	Septameroceras	NA	Septameroceras NA
Animalia	Mollusca	Stylommatophora	Zonitidae	Zonites	upsoni	Zonites upsoni
Animalia	Mollusca	NA	Acleistoceratidae	Euryrizoceras	NA	Euryrizoceras NA
Animalia	Mollusca	NA	Cyrtodontidae	Cyrtodonta	NA	Cyrtodonta NA
Animalia	Mollusca	Unionida	Unionidae	Potamilus	purpuratus	Potamilus purpuratus
Animalia	Mollusca	NA	Helicotomidae	Helicotoma	planulata	Helicotoma planulata
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	amnicum	Pisidium amnicum
Animalia	Mollusca	Cardiida	Semelidae	Abra	inflata	Abra inflata
Animalia	Mollusca	Myida	Xylophagidae	Xylophagus	lugens	Xylophagus lugens
Animalia	Mollusca	Stylommatophora	Succineidae	Oxyloma	peoriense	Oxyloma peoriense
Animalia	Mollusca	Stylommatophora	Polygyridae	Patera	appressa	Patera appressa
Animalia	Mollusca	NA	Planorbidae	Menetus	NA	Menetus NA
Animalia	Mollusca	NA	Lymnaeidae	Stagnicola	apicina	Stagnicola apicina
Animalia	Mollusca	Littorinimorpha	Pomatiopsidae	Pomatiopsis	NA	Pomatiopsis NA
Animalia	Mollusca	Unionida	Unionidae	Pyganodon	fragilis	Pyganodon fragilis
Animalia	Mollusca	NA	NA	Stimpsonia	NA	Stimpsonia NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Bellamya	NA	Bellamya NA
Animalia	Mollusca	Littorinimorpha	Lithoglyphidae	Fluminicola	fuscus	Fluminicola fuscus
Animalia	Mollusca	NA	Physidae	Physa	michiganensis	Physa michiganensis
Animalia	Mollusca	Stylommatophora	Vitrinidae	Vitrina	NA	Vitrina NA
Animalia	Mollusca	NA	Planorbidae	Gyraulus	albus	Gyraulus albus
Animalia	Mollusca	Stylommatophora	Zonitidae	Ventridens	demissus	Ventridens demissus
Animalia	Mollusca	NA	Planorbidae	Gundlachia	NA	Gundlachia NA
Animalia	Mollusca	Stylommatophora	Arionidae	Arion	fasciatus	Arion fasciatus
Animalia	Mollusca	Stylommatophora	Helicidae	Helix	pomatia	Helix pomatia
Animalia	Mollusca	NA	Thiaridae	Plotiopsis	balonnensis	Plotiopsis balonnensis
Animalia	Mollusca	Architaenioglossa	Viviparidae	Viviparidae	NA	Viviparidae NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	NA	Triodopsis NA
Animalia	Mollusca	NA	Planorbidae	Helisoma	antrosa	Helisoma antrosa
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Mesomphix	NA	Mesomphix NA
Animalia	Mollusca	NA	Planorbidae	Planorbella	subcrenata	Planorbella subcrenata
Animalia	Mollusca	Unionida	Unionidae	Lampsilis	satura	Lampsilis satura
Animalia	Mollusca	NA	Physidae	Physa	walkeri	Physa walkeri
Animalia	Mollusca	Stylommatophora	Agriolimacidae	Deroceras	agreste	Deroceras agreste
Animalia	Mollusca	NA	Lymnaeidae	Bulimnea	megasoma	Bulimnea megasoma
Animalia	Mollusca	Unionida	Unionidae	Anodonta	NA	Anodonta NA
Animalia	Mollusca	NA	Euphemitidae	Bellerophon	stamineus	Bellerophon stamineus
Animalia	Mollusca	Neogastropoda	Colubrariidae	Metula	NA	Metula NA
Animalia	Mollusca	NA	Planorbidae	Gyraulus	crista	Gyraulus crista
Animalia	Mollusca	Littorinimorpha	Personidae	Distorsio	NA	Distorsio NA
Animalia	Mollusca	Venerida	Sphaeriidae	Pisidium	obtusale	Pisidium obtusale
Animalia	Mollusca	NA	Planorbidae	Planorbula	campestris	Planorbula campestris
Animalia	Mollusca	Littorinimorpha	Capulidae	Capulus	NA	Capulus NA
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	oneida	Amnicola oneida
Animalia	Mollusca	Stylommatophora	Succineidae	Succinea	decampii	Succinea decampii
Animalia	Mollusca	NA	Planorbidae	Planorbula	NA	Planorbula NA
Animalia	Mollusca	Neogastropoda	Borsoniidae	Bathytoma	NA	Bathytoma NA
Animalia	Mollusca	Stylommatophora	Polygyridae	Mesodon	NA	Mesodon NA
Animalia	Mollusca	Architaenioglossa	Ampullinidae	Ampullinopsis	mississippiensis	Ampullinopsis mississippiensis
Animalia	Mollusca	Littorinimorpha	Naticidae	Sinum	NA	Sinum NA
Animalia	Mollusca	Neogastropoda	Terebridae	Strioterebrum	NA	Strioterebrum NA
Animalia	Mollusca	NA	Epitoniidae	Amaea	NA	Amaea NA
Animalia	Mollusca	Stylommatophora	Limacidae	Derocerus	NA	Derocerus NA
Animalia	Mollusca	NA	NA	Tellinomya	NA	Tellinomya NA
Animalia	Mollusca	Neogastropoda	Volutidae	Lyria	NA	Lyria NA
Animalia	Mollusca	NA	Turritellidae	Turritella	planigyrata	Turritella planigyrata
Animalia	Mollusca	Neogastropoda	Muricidae	Phyllonotus	NA	Phyllonotus NA
Animalia	Mollusca	Littorinimorpha	Naticidae	Natica	NA	Natica NA
Animalia	Mollusca	Stylommatophora	Philomycidae	Pallifera	hemphilli	Pallifera hemphilli
Animalia	Mollusca	Littorinimorpha	Cassidae	Sconsia	NA	Sconsia NA
Animalia	Mollusca	Neogastropoda	NA	Tropisurcula	NA	Tropisurcula NA
Animalia	Mollusca	Neogastropoda	Clavatulidae	Orthosurcula	NA	Orthosurcula NA
Animalia	Mollusca	Littorinimorpha	Cassidae	Semicassis	NA	Semicassis NA
Animalia	Mollusca	Neogastropoda	Muricidae	Typhis	curvirostratus	Typhis curvirostratus
Animalia	Mollusca	Neogastropoda	Drilliidae	Pleurofusia	NA	Pleurofusia NA
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Marstonia	NA	Marstonia NA
Animalia	Mollusca	Neogastropoda	Volutidae	Caricella	NA	Caricella NA
Animalia	Mollusca	Littorinimorpha	Ranellidae	Sassia	NA	Sassia NA
Animalia	Mollusca	Architaenioglossa	Viviparidae	Cipangopaludina	malleata	Cipangopaludina malleata
Animalia	Mollusca	Littorinimorpha	Cassidae	Cassis	mississippiensis	Cassis mississippiensis
Animalia	Mollusca	Neogastropoda	Olividae	Oliva	NA	Oliva NA
Animalia	Mollusca	Neogastropoda	Volutomitridae	Conomitra	NA	Conomitra NA
Animalia	Mollusca	Neogastropoda	Turridae	Pleuroliria	NA	Pleuroliria NA
Animalia	Mollusca	Neogastropoda	Terebridae	Terebra	NA	Terebra NA
Animalia	Mollusca	Littorinimorpha	Naticidae	Naticarius	NA	Naticarius NA
Animalia	Mollusca	Neogastropoda	Echinofulguridae	Levifusus	NA	Levifusus NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Ambonychia	NA	Ambonychia NA
Animalia	Mollusca	Neogastropoda	Turridae	Scobinella	caelata	Scobinella caelata
Animalia	Mollusca	Neogastropoda	Turridae	Microsurcula	intacta	Microsurcula intacta
Animalia	Mollusca	NA	Architectonicidae	Architectonica	NA	Architectonica NA
Animalia	Mollusca	Neogastropoda	Fasciolariidae	Latirus	exilis	Latirus exilis
Animalia	Mollusca	Neogastropoda	Buccinidae	Busycotypus	canaliculatus	Busycotypus canaliculatus
Animalia	Mollusca	Neogastropoda	Drilliidae	Pleurofusia	longirostropsis	Pleurofusia longirostropsis
Animalia	Mollusca	NA	Lymnaeidae	Ladislavella	emarginata	Ladislavella emarginata
Animalia	Mollusca	Littorinimorpha	Xenophoridae	Xenophora	NA	Xenophora NA
Animalia	Mollusca	NA	Turritellidae	Turritella	NA	Turritella NA
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	sulcata	Palaeoneilo sulcata
Animalia	Mollusca	Neogastropoda	Harpidae	Morum	NA	Morum NA
Animalia	Mollusca	Neogastropoda	Turridae	Pleurotoma	cristata	Pleurotoma cristata
Animalia	Mollusca	Neogastropoda	Pseudomelatomidae	Crassispira	lyopleura	Crassispira lyopleura
Animalia	Mollusca	Neogastropoda	Muricidae	Cymia	NA	Cymia NA
Animalia	Mollusca	Neogastropoda	Turbinellidae	Turbinella	wilsoni	Turbinella wilsoni
Animalia	Mollusca	Neogastropoda	Turridae	Coronia	tenella	Coronia tenella
Animalia	Mollusca	Neogastropoda	Drilliidae	Syntomodrillia	NA	Syntomodrillia NA
Animalia	Mollusca	Littorinimorpha	Naticidae	Euspira	NA	Euspira NA
Animalia	Mollusca	Neogastropoda	Turridae	Scobinella	NA	Scobinella NA
Animalia	Mollusca	Neogastropoda	Marginellidae	Marginella	NA	Marginella NA
Animalia	Mollusca	Littorinimorpha	Cassidae	Galeodea	NA	Galeodea NA
Animalia	Mollusca	Neogastropoda	Costellariidae	Vexillum	NA	Vexillum NA
Animalia	Mollusca	Littorinimorpha	Ovulidae	Cypraea	lintea	Cypraea lintea
Animalia	Mollusca	NA	Planorbidae	Planorbella	pilsbryi	Planorbella pilsbryi
Animalia	Mollusca	Stylommatophora	Pupillidae	Pupilla	muscorum	Pupilla muscorum
Animalia	Mollusca	Stylommatophora	Helicidae	Cepaea	hortensis	Cepaea hortensis
Animalia	Mollusca	Stylommatophora	Geomitridae	Xerolenta	obvia	Xerolenta obvia
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Marstonia	letsoni	Marstonia letsoni
Animalia	Mollusca	Stylommatophora	Philomycidae	Philomycus	togatus	Philomycus togatus
Animalia	Mollusca	Stylommatophora	Polygyridae	Neohelix	NA	Neohelix NA
