kingdom	phylum	order	family	genus	species	sci.name
Animalia	Mollusca	Venerida	Permophoridae	Modiella	pygmaea	Modiella pygmaea
Animalia	Mollusca	Nautilida	NA	Nautilida	NA	Nautilida NA
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	tenuistriata	Palaeoneilo tenuistriata
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Sphaeromanticoceras	oxy	Sphaeromanticoceras oxy
Animalia	Mollusca	NA	Geisonoceratidae	Protokionoceras	cyclodomum	Protokionoceras cyclodomum
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Crassotornoceras	crassum	Crassotornoceras crassum
Animalia	Mollusca	Carditida	Astartidae	Cypricardella	crassa	Cypricardella crassa
Animalia	Mollusca	NA	Oncoceratidae	Cyrtorizoceras	filiferum	Cyrtorizoceras filiferum
Animalia	Mollusca	Ammonoidea	Goniatitidae	Goniatitidae	NA	Goniatitidae NA
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Crickites	lindneri	Crickites lindneri
Animalia	Mollusca	Ammonoidea	Acanthoclymeniidae	Prochorites	alveolatus	Prochorites alveolatus
Animalia	Mollusca	Ammonoidea	Muensteroceratidae	Muensteroceras	complanatum	Muensteroceras complanatum
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Playfordites	tripartitus	Playfordites tripartitus
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Archoceras	NA	Archoceras NA
Animalia	Mollusca	NA	Orthoceratidae	Kionoceras	mutabile	Kionoceras mutabile
Animalia	Mollusca	NA	NA	Aptychus	NA	Aptychus NA
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	robustum	Orthoceras robustum
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	shelbiensis	Bellerophon shelbiensis
Animalia	Mollusca	Littorinimorpha	Pomatiopsidae	Pomatiopsidae	NA	Pomatiopsidae NA
Animalia	Mollusca	NA	Subulitidae	Macrocheilus	hebe	Macrocheilus hebe
Animalia	Mollusca	NA	Styliolinidae	Styliolinidae	NA	Styliolinidae NA
Animalia	Mollusca	Ammonoidea	Koenenitidae	Koenenites	styliophilus	Koenenites styliophilus
Animalia	Mollusca	NA	Platyceratidae	Platyceras	ammon	Platyceras ammon
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	fiscello-striata	Bellerophon fiscello-striata
Animalia	Mollusca	NA	Euomphalidae	Straparollus	crenulatus	Straparollus crenulatus
Animalia	Mollusca	Nautilida	Nautilidae	Lechritrochoceras	clintonense	Lechritrochoceras clintonense
Animalia	Mollusca	NA	NA	Cyrtolites	ornatus	Cyrtolites ornatus
Animalia	Mollusca	Nautilida	Nautilidae	Cyrtoceras	ammon	Cyrtoceras ammon
Animalia	Mollusca	Unionida	Unionidae	Micronaias	fallaciosa	Micronaias fallaciosa
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Crickites	NA	Crickites NA
Animalia	Mollusca	NA	Pyramidellidae	Pyramis	NA	Pyramis NA
Animalia	Mollusca	NA	Loxonematidae	Loxonema	robusta	Loxonema robusta
Animalia	Mollusca	Ostreida	Pterineidae	Actinopterella	NA	Actinopterella NA
Animalia	Mollusca	Littorinimorpha	Cassidae	Cypraecassis	NA	Cypraecassis NA
Animalia	Mollusca	Ammonoidea	Werneroceratidae	Cabrieroceras	NA	Cabrieroceras NA
Animalia	Mollusca	NA	Platyceratidae	Platyostoma	turbinata	Platyostoma turbinata
Animalia	Mollusca	NA	Trochonematidae	Trochonema	pauperum	Trochonema pauperum
Animalia	Mollusca	NA	Orthoceratidae	Kionoceras	perlineatum	Kionoceras perlineatum
Animalia	Mollusca	NA	Allodesmatidae	Ischyrodonta	unionoides	Ischyrodonta unionoides
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Muellerpalia	haszprunari	Muellerpalia haszprunari
Animalia	Mollusca	Ostreida	Pterineidae	Ptychopteria	mesocostalis	Ptychopteria mesocostalis
Animalia	Mollusca	Stylommatophora	Gastrodontidae	Pseudohyalina	NA	Pseudohyalina NA
Animalia	Mollusca	NA	Holopeidae	Pachystrophia	NA	Pachystrophia NA
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Aulatornoceras	rhysum	Aulatornoceras rhysum
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Modiomorpha	ponderosa	Modiomorpha ponderosa
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	crotalum	Orthoceras crotalum
Animalia	Mollusca	Stylommatophora	Ferussaciidae	Ferussacia	NA	Ferussacia NA
Animalia	Mollusca	NA	Lophospiridae	Worthenia	NA	Worthenia NA
Animalia	Mollusca	NA	Grammysiidae	Grammysia	zonata	Grammysia zonata
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Goniophora	hamiltonensis	Goniophora hamiltonensis
Animalia	Mollusca	NA	Carydiidae	Nucula	varicosa	Nucula varicosa
Animalia	Mollusca	NA	Platyceratidae	Platyceras	reflexum	Platyceras reflexum
Animalia	Mollusca	Ammonoidea	NA	Treptoceras	NA	Treptoceras NA
Animalia	Mollusca	Ammonoidea	Acanthoclymeniidae	Acanthoclymenia	genundewa	Acanthoclymenia genundewa
Animalia	Mollusca	NA	Platyceratidae	Platyceras	gebhardi	Platyceras gebhardi
Animalia	Mollusca	Stylommatophora	Punctidae	Punctum	conspectum	Punctum conspectum
Animalia	Mollusca	Nuculida	Nuculidae	Nucula	bellistriata	Nucula bellistriata
Animalia	Mollusca	Trochida	Elasmonematidae	Elasmonema	NA	Elasmonema NA
Animalia	Mollusca	NA	Soleniscidae	Strobeus	NA	Strobeus NA
Animalia	Mollusca	NA	Platyceratidae	Platyostoma	ventricosum	Platyostoma ventricosum
Animalia	Mollusca	Nuculanida	Nuculanidae	Saccella	eburnea	Saccella eburnea
Animalia	Mollusca	NA	Orthoceratidae	Kionoceras	oedipus	Kionoceras oedipus
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Goniophora	acuta	Goniophora acuta
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Epitornoceras	mithracoides	Epitornoceras mithracoides
Animalia	Mollusca	Ammonoidea	Koenenitidae	Koenenites	cooperi	Koenenites cooperi
Animalia	Mollusca	Nuculanida	Malletiidae	Palaeoneilo	perplana	Palaeoneilo perplana
Animalia	Mollusca	NA	Bellerophontidae	Bucanopsis	NA	Bucanopsis NA
Animalia	Mollusca	NA	Cyrtolitidae	Cyrtolites	expansus	Cyrtolites expansus
Animalia	Mollusca	NA	Platyceratidae	Platyceras	thetis	Platyceras thetis
Animalia	Mollusca	Ostreida	Pterineidae	Leptodesma	matheri	Leptodesma matheri
Animalia	Mollusca	Nuculanida	Malletiidae	Pyrenomoeus	cuneatus	Pyrenomoeus cuneatus
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	fasciolatum	Orthoceras fasciolatum
Animalia	Mollusca	NA	Platyceratidae	Platyceras	nodosum	Platyceras nodosum
Animalia	Mollusca	Cycloneritida	Proserpinidae	Bucania	stigmosa	Bucania stigmosa
Animalia	Mollusca	Nuculida	NA	Nuculida	NA	Nuculida NA
Animalia	Mollusca	Cycloneritida	Proserpinidae	Plectonotus	boucoti	Plectonotus boucoti
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	ciliata	Pleurotomaria ciliata
Animalia	Mollusca	Cycloneritida	Proserpinidae	Bucania	bellapuncta	Bucania bellapuncta
Animalia	Mollusca	NA	Bransoniidae	Conocardium	eboraceus	Conocardium eboraceus
Animalia	Mollusca	Nautilida	Nautilidae	Discosorus	NA	Discosorus NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Mytilarca	ponderosa	Mytilarca ponderosa
Animalia	Mollusca	Stylommatophora	Strophocheilidae	Strophocheilus	oblongus	Strophocheilus oblongus
Animalia	Mollusca	NA	Planorbidae	Planorbis	lens	Planorbis lens
Animalia	Mollusca	Pectinida	Pterinopectinidae	Pterinopecten	insons	Pterinopecten insons
Animalia	Mollusca	Trochida	Trochidae	Trochus	praecursor	Trochus praecursor
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Lobotornoceras	hassoni	Lobotornoceras hassoni
Animalia	Mollusca	NA	Soleniscidae	Macrochilina	seneca	Macrochilina seneca
Animalia	Mollusca	NA	NA	Mytilops	NA	Mytilops NA
Animalia	Mollusca	Ammonoidea	Ponticeratidae	Ponticeras	NA	Ponticeras NA
Animalia	Mollusca	NA	Holopeidae	Cyclora	NA	Cyclora NA
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	durhamensis	Pleurotomaria durhamensis
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Bembexia	NA	Bembexia NA
Animalia	Mollusca	NA	NA	Nylanderina	goldringae	Nylanderina goldringae
Animalia	Mollusca	Ammonoidea	Acanthoclymeniidae	Acanthoclymenia	neapolitana	Acanthoclymenia neapolitana
Animalia	Mollusca	Littorinimorpha	Cypraeidae	Cypraea	NA	Cypraea NA
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Eotomaria	areyi	Eotomaria areyi
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Manticoceras	nodifer	Manticoceras nodifer
Animalia	Mollusca	Pectinida	Pectinidae	Argopecten	irradians	Argopecten irradians
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	bassleri	Orthoceras bassleri
Animalia	Mollusca	NA	Grammysiidae	Cimitaria	NA	Cimitaria NA
Animalia	Mollusca	NA	Pseudorthoceratidae	Spyroceras	incarceratum	Spyroceras incarceratum
Animalia	Mollusca	Ammonoidea	NA	Spathiocaris	emersonii	Spathiocaris emersonii
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	plena	Pleurotomaria plena
Animalia	Mollusca	NA	Conocardiidae	Conocardium	denticulatum	Conocardium denticulatum
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	filitexta	Pleurotomaria filitexta
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	imbricatum	Orthoceras imbricatum
Animalia	Mollusca	Nautilida	Nautilidae	Discosorus	conoideus	Discosorus conoideus
Animalia	Mollusca	Stylommatophora	Orthalicidae	Liguus	NA	Liguus NA
Animalia	Mollusca	NA	Cycloconchidae	Paracyclas	elliptica	Paracyclas elliptica
Animalia	Mollusca	NA	Physidae	Physa	lordi	Physa lordi
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	insolita	Pleurotomaria insolita
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	koeneni	Bellerophon koeneni
Animalia	Mollusca	NA	Pterothecidae	Bellerophon	natator	Bellerophon natator
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Aulatornoceras	NA	Aulatornoceras NA
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Megambonia	NA	Megambonia NA
Animalia	Mollusca	NA	Loxonematidae	Rhabdostropha	NA	Rhabdostropha NA
Animalia	Mollusca	NA	Grammysiidae	Prothyris	planulata	Prothyris planulata
Animalia	Mollusca	NA	Platyceratidae	Cyclonemina	cancellatum	Cyclonemina cancellatum
Animalia	Mollusca	Ammonoidea	Koenenitidae	Koenenites	fasciculatus	Koenenites fasciculatus
Animalia	Mollusca	NA	Soleniscidae	Macrochilina	pygmaea	Macrochilina pygmaea
Animalia	Mollusca	Stylommatophora	Helicidae	Helix	paleata	Helix paleata
Animalia	Mollusca	NA	Lophospiridae	Arjamannia	NA	Arjamannia NA
Animalia	Mollusca	NA	Palaeozygopleuridae	Loxonema	multiplicatum	Loxonema multiplicatum
Animalia	Mollusca	NA	Platyceratidae	Orthonychia	NA	Orthonychia NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Amphiocoelia	NA	Amphiocoelia NA
Animalia	Mollusca	Ammonoidea	Gephuroceratidae	Manticoceras	contractum	Manticoceras contractum
Animalia	Mollusca	Pleurotomariida	Pseudophoridae	Protocalyptraea	marshalli	Protocalyptraea marshalli
Animalia	Mollusca	Nautilida	Nautilidae	Cyrtoceras	metula	Cyrtoceras metula
Animalia	Mollusca	NA	Loxonematidae	Loxonema	noe	Loxonema noe
Animalia	Mollusca	NA	NA	Strobilepis	NA	Strobilepis NA
Animalia	Mollusca	Stylommatophora	Haplotrematidae	Zophos	NA	Zophos NA
Animalia	Mollusca	Ammonoidea	Tornoceratidae	Tornoceras	arcuatum	Tornoceras arcuatum
Animalia	Mollusca	Ammonoidea	Acanthoclymeniidae	Probeloceras	NA	Probeloceras NA
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Orthodesma	curvata	Orthodesma curvata
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	undulata	Orthoceras undulata
Animalia	Mollusca	NA	Platyceratidae	Diaphorostoma	desmatum	Diaphorostoma desmatum
Animalia	Mollusca	NA	Pseudorthoceratidae	Spyroceras	staffordense	Spyroceras staffordense
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Hydrobia	NA	Hydrobia NA
Animalia	Mollusca	NA	Praecardiidae	Paracardium	NA	Paracardium NA
Animalia	Mollusca	Stylommatophora	Sagdidae	Polydontes	NA	Polydontes NA
Animalia	Mollusca	NA	NA	Nerites	NA	Nerites NA
Animalia	Mollusca	Myalinida	Ambonychiidae	Mytilarca	rowei	Mytilarca rowei
Animalia	Mollusca	Ammonoidea	Koenenitidae	Koenenites	NA	Koenenites NA
Animalia	Mollusca	NA	Euomphalidae	Euomphalus	fairchildi	Euomphalus fairchildi
Animalia	Mollusca	Myalinida	Lunulacardiidae	Lunulicardium	fragile	Lunulicardium fragile
Animalia	Mollusca	NA	Orthoceratidae	Kionoceras	aegea	Kionoceras aegea
Animalia	Mollusca	Stylommatophora	Vitrinidae	Vitrina	pellucida	Vitrina pellucida
Animalia	Mollusca	NA	NA	Euomphalus	eboracensis	Euomphalus eboracensis
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Bythinia	NA	Bythinia NA
Animalia	Mollusca	Pleurotomariida	Pseudophoridae	Protocalyptraea	styliophila	Protocalyptraea styliophila
Animalia	Mollusca	NA	Pterothecidae	Bellerophon	triliratus	Bellerophon triliratus
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	repertus	Bellerophon repertus
Animalia	Mollusca	NA	Bellerophontidae	Bellerophon	helena	Bellerophon helena
Animalia	Mollusca	Pectinida	Aviculopectinidae	Aviculopecten	formis	Aviculopecten formis
Animalia	Mollusca	Pteropoda	Creseidae	Styliola	NA	Styliola NA
Animalia	Mollusca	Pleurotomariida	Gosseletinidae	Pleurotomaria	genundewa	Pleurotomaria genundewa
Animalia	Mollusca	Ammonoidea	Pharciceratidae	Pharciceras	amplexum	Pharciceras amplexum
Animalia	Mollusca	Ammonoidea	Beloceratidae	Naplesites	naplesense	Naplesites naplesense
Animalia	Mollusca	Pectinida	Pectinidae	Pecten	equivalvis	Pecten equivalvis
Animalia	Mollusca	Ammonoidea	Sobolewiidae	Holzapfeloceras	NA	Holzapfeloceras NA
Animalia	Mollusca	NA	Pseudorthoceratidae	Spyroceras	geneva	Spyroceras geneva
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Eotomaria	kayseri	Eotomaria kayseri
Animalia	Mollusca	NA	Geisonoceratidae	Protokionoceras	fenestrulatum	Protokionoceras fenestrulatum
Animalia	Mollusca	Stylommatophora	Polygyridae	Polygyra	edentalia	Polygyra edentalia
Animalia	Mollusca	Ammonoidea	Acanthoclymeniidae	Acanthoclymenia	NA	Acanthoclymenia NA
Animalia	Mollusca	Cardiida	Ungulinidae	Ungulina	NA	Ungulina NA
Animalia	Mollusca	Ammonoidea	Agoniatitidae	Agoniatites	vanuxemi	Agoniatites vanuxemi
Animalia	Mollusca	NA	Geisonoceratidae	Striacoceras	NA	Striacoceras NA
Animalia	Mollusca	NA	Pterothecidae	Phragmosphaera	NA	Phragmosphaera NA
Animalia	Mollusca	Trochida	Anomphalidae	Isonema	depressum	Isonema depressum
Animalia	Mollusca	NA	Cyrtolitidae	Cyrtolites	mitella	Cyrtolites mitella
Animalia	Mollusca	NA	NA	Polyplacophora	NA	Polyplacophora NA
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomariidae	NA	Pleurotomariidae NA
Animalia	Mollusca	NA	Geisonoceratidae	Geisonoceratidae	NA	Geisonoceratidae NA
Animalia	Mollusca	Pectinida	Pectinidae	Placopecten	magellanicus	Placopecten magellanicus
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Murchisonia	micula	Murchisonia micula
Animalia	Mollusca	NA	Grammysiidae	Prothyris	NA	Prothyris NA
Animalia	Mollusca	Unionida	Margaritiferidae	Margaritifera	margaritifera	Margaritifera margaritifera
Animalia	Mollusca	Stylommatophora	Polygyridae	Triodopsis	juxtidens	Triodopsis juxtidens
Animalia	Mollusca	Nautilida	Nautilidae	Halloceras	NA	Halloceras NA
Animalia	Mollusca	Cephalaspidea	Acteonidae	Acteon	NA	Acteon NA
Animalia	Mollusca	NA	Holopeidae	Raphistomina	NA	Raphistomina NA
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Colpomya	NA	Colpomya NA
Animalia	Mollusca	NA	Holopeidae	Holopea	symmetrica	Holopea symmetrica
Animalia	Mollusca	Ammonoidea	Werneroceratidae	Werneroceras	plebiforme	Werneroceras plebiforme
Animalia	Mollusca	Myalinida	Ambonychiidae	Myalina	mytiliformis	Myalina mytiliformis
Animalia	Mollusca	NA	Bellerophontidae	Praematuratropis	ovatus	Praematuratropis ovatus
Animalia	Mollusca	Ostreida	Pterineidae	Glyptodesma	erectum	Glyptodesma erectum
Animalia	Mollusca	NA	Cyrtolitidae	Cyrtonella	NA	Cyrtonella NA
Animalia	Mollusca	NA	Platyceratidae	Platyceras	dentalium	Platyceras dentalium
Animalia	Mollusca	Cycloneritida	Proserpinidae	Sinuites	NA	Sinuites NA
Animalia	Mollusca	Cycloneritida	Proserpinidae	Bellerophon	cancellatus	Bellerophon cancellatus
Animalia	Mollusca	Nuculanida	Malletiidae	Koenenia	NA	Koenenia NA
Animalia	Mollusca	NA	Lophospiridae	Pleurotomaria	trilix	Pleurotomaria trilix
Animalia	Mollusca	Unionida	Iridinidae	Modiolopsis	orthoconcavus	Modiolopsis orthoconcavus
Animalia	Mollusca	NA	Holopeidae	Gyronema	liratum	Gyronema liratum
Animalia	Mollusca	NA	Lyrodesmatidae	Lyrodesma	NA	Lyrodesma NA
Animalia	Mollusca	NA	Subulitidae	Macrochilina	macrostoma	Macrochilina macrostoma
Animalia	Mollusca	NA	Platyceratidae	Cyclonema	varicosa	Cyclonema varicosa
Animalia	Mollusca	NA	Trocholitidae	Trocholites	NA	Trocholites NA
Animalia	Mollusca	NA	Hippocardiidae	Conocardium	ohioense	Conocardium ohioense
Animalia	Mollusca	NA	Archinacellidae	Archinacella	NA	Archinacella NA
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Hormotoma	trentonensis	Hormotoma trentonensis
Animalia	Mollusca	Cycloneritida	Proserpinidae	Plectonotus	NA	Plectonotus NA
Animalia	Mollusca	Unionida	Unionidae	Leptodea	ochracea	Leptodea ochracea
Animalia	Mollusca	Pleurotomariida	Pleurotomariidae	Pleurotomaria	rosalia	Pleurotomaria rosalia
Animalia	Mollusca	NA	Subulitidae	Fusispira	NA	Fusispira NA
Animalia	Mollusca	NA	Sinuitidae	Bellerophon	brevilineatus	Bellerophon brevilineatus
Animalia	Mollusca	NA	Lophospiridae	Lophospira	lirata	Lophospira lirata
Animalia	Mollusca	Unionida	Iridinidae	Modiolopsis	modiolaris	Modiolopsis modiolaris
Animalia	Mollusca	NA	Palaeomutelidae	Nyassa	arguta	Nyassa arguta
Animalia	Mollusca	Ostreida	Halobiidae	Daonella	NA	Daonella NA
Animalia	Mollusca	Myalinida	Lunulacardiidae	Lunulacardium	curtum	Lunulacardium curtum
Animalia	Mollusca	NA	Ellesmeroceratidae	Annoceras	costatum	Annoceras costatum
Animalia	Mollusca	NA	Maclureadae	Maclurites	NA	Maclurites NA
Animalia	Mollusca	NA	Bucaniidae	Bellerophon	rudis	Bellerophon rudis
Animalia	Mollusca	Nuculida	Nuculidae	Nuculoidea	opima	Nuculoidea opima
Animalia	Mollusca	NA	Trocholitidae	Trocholites	ammonius	Trocholites ammonius
Animalia	Mollusca	NA	Ellesmeroceratidae	Ellesmeroceras	NA	Ellesmeroceras NA
Animalia	Mollusca	NA	Platyceratidae	Pleurotomaria	unisulcata	Pleurotomaria unisulcata
Animalia	Mollusca	NA	Bucanellidae	Bucanella	NA	Bucanella NA
Animalia	Mollusca	NA	Sinuitidae	Bellerophon	acutilira	Bellerophon acutilira
Animalia	Mollusca	NA	Pterothecidae	Bellerophon	incisus	Bellerophon incisus
Animalia	Mollusca	NA	Oncoceratidae	Cyrtorizoceras	rusti	Cyrtorizoceras rusti
Animalia	Mollusca	NA	Nowakiidae	Viriatellina	NA	Viriatellina NA
Animalia	Mollusca	NA	Palaeozygopleuridae	Loxonema	sicula	Loxonema sicula
Animalia	Mollusca	NA	NA	Olivellites	NA	Olivellites NA
Animalia	Mollusca	NA	Praecardiidae	Buchiola	retrostriata	Buchiola retrostriata
Animalia	Mollusca	NA	Striatostyliolinidae	Striatostyliolina	NA	Striatostyliolina NA
Animalia	Mollusca	Ostreida	Pterineidae	Pterinea	waylandsmithi	Pterinea waylandsmithi
Animalia	Mollusca	Nautilida	Rutoceratidae	Tetranodoceras	NA	Tetranodoceras NA
Animalia	Mollusca	Ammonoidea	Agoniatitidae	Agoniatites	nodiferus	Agoniatites nodiferus
Animalia	Mollusca	NA	Bucaniidae	Phragmostoma	NA	Phragmostoma NA
Animalia	Mollusca	Pleurotomariida	Murchisoniidae	Hormotoma	gregaria	Hormotoma gregaria
Animalia	Mollusca	NA	Grammysiidae	Grammysia	globosa	Grammysia globosa
Animalia	Mollusca	NA	NA	Palaeopinna	NA	Palaeopinna NA
Animalia	Mollusca	Myalinida	Lunulacardiidae	Cypricardites	marcellensis	Cypricardites marcellensis
Animalia	Mollusca	NA	Subulitidae	Macrochilina	NA	Macrochilina NA
Animalia	Mollusca	NA	Endoceratidae	Cameroceras	trentonense	Cameroceras trentonense
Animalia	Mollusca	Unionida	Iridinidae	Modiolopsis	ovata	Modiolopsis ovata
Animalia	Mollusca	NA	Loxonematidae	Loxonema	bertiense	Loxonema bertiense
Animalia	Mollusca	NA	Platyceratidae	Platyceras	platystomum	Platyceras platystomum
Animalia	Mollusca	NA	Tentaculitidae	Tentaculites	gyracanthus	Tentaculites gyracanthus
Animalia	Mollusca	NA	Platyceratidae	Strophostylus	fitchi	Strophostylus fitchi
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Amnicola	clarki	Amnicola clarki
Animalia	Mollusca	NA	Platyceratidae	Crossoceras	belandi	Crossoceras belandi
Animalia	Mollusca	Ostreida	Pterineidae	Glyptodesma	NA	Glyptodesma NA
Animalia	Mollusca	NA	Tentaculitidae	Tentaculites	elongatus	Tentaculites elongatus
Animalia	Mollusca	NA	Bucanellidae	Bellerophon	rotalinea	Bellerophon rotalinea
Animalia	Mollusca	NA	NA	Megambonia	cardiiformis	Megambonia cardiiformis
Animalia	Mollusca	Ammonoidea	Clymeniidae	Clymenia	NA	Clymenia NA
Animalia	Mollusca	Ammonoidea	Pinacitidae	Foordites	buttsi	Foordites buttsi
Animalia	Mollusca	Littorinimorpha	Amnicolidae	Lyogyrus	bakerianus	Lyogyrus bakerianus
Animalia	Mollusca	NA	Subulitidae	Murchisonia	subfusiformis	Murchisonia subfusiformis
Animalia	Mollusca	NA	NA	Cyclonema	hamiltoniae	Cyclonema hamiltoniae
Animalia	Mollusca	NA	Orthoceratidae	Orthoceras	virgatum	Orthoceras virgatum
Animalia	Mollusca	Ostreida	Ostreidae	Crassostrea	virginica	Crassostrea virginica
Animalia	Mollusca	Stylommatophora	Polygyridae	Mesodon	mitchellianus	Mesodon mitchellianus
Animalia	Mollusca	NA	Nucularcidae	Tellinomya	pectunculoides	Tellinomya pectunculoides
Animalia	Mollusca	NA	Pelagiellidae	Pelagiella	NA	Pelagiella NA
Animalia	Mollusca	NA	Tripteroceratidae	Allumettoceras	giganteum	Allumettoceras giganteum
Animalia	Mollusca	NA	Apsidoceratidae	Fremontoceras	jewetti	Fremontoceras jewetti
Animalia	Mollusca	Pleurotomariida	Phanerotrematidae	Phanerotrema	labrosum	Phanerotrema labrosum
Animalia	Mollusca	NA	Platyceratidae	Platyceras	tortuosum	Platyceras tortuosum
Animalia	Mollusca	NA	Subulitidae	Murchisonia	bellicincta	Murchisonia bellicincta
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Mourlonia	subzona	Mourlonia subzona
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Trepospira	peneglabra	Trepospira peneglabra
Animalia	Mollusca	NA	Euomphalidae	Euomphalus	clymenioides	Euomphalus clymenioides
Animalia	Mollusca	Ammonoidea	Agoniatitidae	Agoniatites	expansus	Agoniatites expansus
Animalia	Mollusca	NA	Platyceratidae	Strophostylus	varians	Strophostylus varians
Animalia	Mollusca	Ammonoidea	Werneroceratidae	Cabrieroceras	plebeiforme	Cabrieroceras plebeiforme
Animalia	Mollusca	NA	NA	Gosseletia	NA	Gosseletia NA
Animalia	Mollusca	NA	Brevicoceratidae	Ovoceras	NA	Ovoceras NA
Animalia	Mollusca	NA	Tarphyceratidae	Diestoceras	sycon	Diestoceras sycon
Animalia	Mollusca	Venerida	Permophoridae	Permophoridae	NA	Permophoridae NA
Animalia	Mollusca	NA	Platyceratidae	Platyceras	rictum	Platyceras rictum
Animalia	Mollusca	NA	Euomphalidae	Cyclonema	crenulata	Cyclonema crenulata
Animalia	Mollusca	NA	Actinoceratidae	Actinoceras	ruedemanni	Actinoceras ruedemanni
Animalia	Mollusca	NA	Platyceratidae	Platyceras	fornicatum	Platyceras fornicatum
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Endodesma	NA	Endodesma NA
Animalia	Mollusca	Littorinimorpha	Hydrobiidae	Pseudamnicola	nympha	Pseudamnicola nympha
Animalia	Mollusca	Trochida	Elasmonematidae	Holopea	macrostoma	Holopea macrostoma
Animalia	Mollusca	NA	Pleuroceridae	Leptoxis	trilineata	Leptoxis trilineata
Animalia	Mollusca	Ammonoidea	Pinacitidae	Foordites	NA	Foordites NA
Animalia	Mollusca	Ammonoidea	Parodoceratidae	Croyites	mesopleuron	Croyites mesopleuron
Animalia	Mollusca	NA	Endoceratidae	Cameroceras	NA	Cameroceras NA
Animalia	Mollusca	NA	Pterothecidae	Carinaropsis	carinatus	Carinaropsis carinatus
Animalia	Mollusca	NA	Nephriticeratidae	Lyrioceras	multiliratum	Lyrioceras multiliratum
Animalia	Mollusca	NA	Bactritidae	Lobobactrites	NA	Lobobactrites NA
Animalia	Mollusca	NA	Euomphalidae	Ecculiomphalus	NA	Ecculiomphalus NA
Animalia	Mollusca	NA	Maclureadae	Maclurites	magna	Maclurites magna
Animalia	Mollusca	Modiomorphida	Modiomorphidae	Colpomya	faba	Colpomya faba
Animalia	Mollusca	Myalinida	Myalinidae	Daonella	NA	Daonella NA
Animalia	Mollusca	Trochida	Tychobraheidae	Littorina	antiqua	Littorina antiqua
Animalia	Mollusca	NA	Geisonoceratidae	Orthoceras	amplicameratum	Orthoceras amplicameratum
Animalia	Mollusca	Nautilida	Centroceratidae	Goniatites	marcellensis	Goniatites marcellensis
Animalia	Mollusca	NA	Euomphalidae	Poleumita	vernonensis	Poleumita vernonensis
Animalia	Mollusca	NA	Onychochilidae	Matherella	NA	Matherella NA
Animalia	Mollusca	Nuculida	Nuculidae	Nucula	randalli	Nucula randalli
Animalia	Mollusca	NA	Cyrtonellidae	Cyrtolites	pileolus	Cyrtolites pileolus
Animalia	Mollusca	Pleurotomariida	Eotomariidae	Pleurotomaria	rugulata	Pleurotomaria rugulata
